"ID","F1","F2","F3","Group","helped","advantage","applause","awe","banjo","banker","belief","bicycle","blue","bread","bridge","cabinet","cheese","circus","clever","clue","cough","council","cucumber","dark","day","driver","farmer","faucet","feared","field","forest","glass","hand","hoe","honeymoon","hope","hospital","hotel","ice","lake","mushroom","old","park","patient","piano","pig","plum","reporter","restaurant","ricochet","semester","sin","snub","spring","teacher","thunder","tiger","tomato","truce","trumpet","volcano","white","whole","xylophone"
"R_RavA4NE2ajqafvP",0.0338724784645039,-0.713697362238008,-0.290563007832189,"1","-1","1","1","-1","1","1","1","1","1","1","1","1","-1","-1","1","-1","1","1","-1","1","1","1","1","1","1","1","-1","-1","1","1","-1","-1","-1","-1","1","1","1","1","1","1","1","1","-1","1","-1","-1","-1","-1","1","-1","-1","1","1","1","1","-1","1","1","1","1"
"R_1gjbCY91qneiBOU",1.46256472248519,1.17927228559654,1.56582451072465,"1","1","-1","-1","1","1","-1","1","1","1","1","1","-1","1","-1","1","-1","1","-1","-1","1","-1","-1","-1","-1","1","-1","-1","-1","-1","1","1","1","1","-1","1","1","1","1","1","-1","1","1","-1","1","-1","-1","-1","-1","1","1","-1","1","-1","-1","-1","1","-1","-1","1","-1"
"R_2waGZlyuG0cDoNy",-0.869603612370963,-0.688970924664058,-0.542369894374916,"1","1","1","1","-1","-1","1","-1","-1","1","1","1","1","-1","-1","-1","-1","-1","1","1","1","-1","1","-1","1","1","1","1","-1","-1","1","-1","-1","-1","-1","-1","1","1","1","1","1","1","-1","1","1","-1","1","-1","1","1","-1","1","1","-1","-1","-1","1","1","1","1","1"
"R_3aR7TX9PnBoaJfX",-1.20076037968569,-1.34476012695775,0.027481589477061,"1","-1","1","1","-1","-1","1","-1","-1","-1","-1","1","1","-1","1","1","-1","-1","1","-1","-1","1","-1","-1","-1","1","1","1","-1","-1","-1","1","-1","1","1","-1","1","-1","1","1","-1","-1","-1","-1","1","-1","1","-1","1","1","1","1","1","1","-1","-1","-1","1","1","1","-1"
"R_2fIHLWmbfvQ89ed",1.51406684490742,0.979817623644347,0.640678877007907,"1","-1","1","1","1","1","1","-1","-1","1","-1","1","-1","1","1","-1","-1","-1","-1","1","-1","1","-1","1","-1","1","-1","-1","1","1","1","-1","1","-1","1","-1","1","-1","-1","1","-1","-1","-1","1","1","1","1","1","-1","1","-1","-1","1","-1","1","1","1","1","-1","1","1"
"R_3sn69N0x2B1vEBg",-0.11293244217882,1.06339550038694,0.236300075407419,"1","-1","-1","1","-1","-1","1","-1","1","1","1","-1","-1","1","1","1","1","1","-1","-1","1","1","1","1","-1","1","-1","1","-1","1","1","1","-1","1","1","1","-1","1","-1","1","-1","-1","-1","-1","1","1","-1","1","1","-1","1","1","1","-1","-1","-1","1","1","1","1","1"
"R_zU7FpaITPirL98l",-0.5565398220175,-0.390885021798944,0.0913743790993956,"1","1","-1","1","1","1","-1","1","-1","-1","1","1","1","1","1","-1","-1","-1","1","1","-1","-1","-1","1","1","1","1","-1","-1","-1","1","1","-1","-1","1","1","1","-1","1","-1","-1","-1","1","-1","1","1","1","-1","-1","1","-1","1","1","-1","-1","1","1","1","1","-1","1"
"R_3eacrDWxdmPN5cn",0.847958117993029,1.0141041769653,0.318177727921407,"1","1","1","-1","1","-1","1","1","1","1","-1","1","-1","-1","1","-1","-1","-1","1","1","1","-1","1","-1","-1","1","-1","-1","1","1","1","1","-1","1","-1","-1","-1","1","1","-1","1","-1","1","-1","1","1","1","1","-1","-1","1","1","1","-1","1","1","1","-1","-1","1","-1"
"R_Xp07bEIJnFIblPH",-0.489296266259206,-0.860536534795302,-0.150922509900931,"1","1","1","1","1","-1","1","1","-1","1","-1","1","-1","-1","1","1","1","-1","1","1","-1","1","1","-1","-1","-1","1","1","1","-1","1","-1","1","-1","-1","-1","1","1","1","1","1","-1","-1","1","-1","-1","1","-1","1","-1","1","1","1","1","1","-1","1","1","-1","-1","1"
"R_pJXCZMwn1DGPP6V",0.00285290721317074,-0.993454242254242,-0.423828908738939,"1","1","-1","-1","-1","1","-1","-1","-1","-1","-1","-1","1","-1","1","-1","-1","1","-1","-1","1","-1","-1","1","1","1","1","-1","1","-1","1","-1","-1","1","-1","1","-1","1","1","-1","1","1","-1","1","1","1","1","-1","1","1","-1","1","1","1","1","-1","1","1","-1","1","1"
"R_1qX76mJfxziFHvb",-1.09141475868209,-0.606534965250643,-0.662653153817801,"1","1","1","1","1","1","-1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","-1","-1","1","1","1","1","1","-1","1","1","1","1","1","1","1","1","1","1","-1","1","-1","1","-1","1","1","1","1","1","1","-1","1","-1","1","1","1","1","1","1","1"
"R_3OpK8ItLn8G9mWG",1.70745261117305,1.85255216862302,1.6484904198441,"1","1","1","1","-1","1","-1","-1","1","-1","1","-1","1","1","1","1","-1","-1","-1","1","-1","1","1","1","1","-1","-1","-1","-1","-1","1","1","1","1","-1","1","-1","1","1","-1","-1","-1","-1","1","1","1","-1","-1","1","1","-1","-1","-1","-1","-1","1","1","-1","-1","1","-1"
"R_1JLvslT8YbLQaKR",-0.0612283522723293,-0.126493552488273,-0.920949145785948,"1","1","-1","1","1","1","1","1","-1","1","1","-1","1","1","-1","1","-1","-1","-1","-1","-1","1","-1","1","1","1","-1","-1","-1","1","-1","-1","1","1","-1","-1","-1","-1","1","-1","-1","1","-1","1","1","-1","1","1","-1","-1","1","1","-1","-1","1","-1","1","-1","-1","1","1"
"R_1riuLDF1zZA9Ye0",-0.396366901260466,-0.0323978707536925,-0.418770973191851,"1","-1","-1","-1","-1","1","1","-1","1","-1","1","1","1","1","1","-1","1","1","1","1","-1","-1","1","1","1","-1","1","1","1","-1","1","1","-1","1","1","1","1","1","-1","1","1","1","1","1","1","1","1","1","1","-1","-1","1","1","1","1","1","1","1","-1","-1","1"
"R_3dG1TrXatu3UECw",-0.823006943467674,-1.09871947958845,-0.197837890456814,"1","-1","-1","-1","-1","1","1","1","-1","1","1","-1","1","-1","1","-1","-1","1","1","-1","1","-1","1","1","1","1","-1","-1","1","1","1","-1","-1","1","-1","1","-1","1","1","1","-1","1","1","-1","1","1","-1","-1","1","1","-1","-1","1","-1","-1","-1","1","1","-1","-1","-1"
"R_31XJrhoLxQXKTnU",-0.0312645758136724,0.888507307050763,-0.589342802959239,"1","-1","1","1","1","1","1","-1","1","-1","-1","-1","1","1","1","-1","-1","1","1","1","1","-1","-1","1","1","-1","1","1","1","-1","1","1","-1","1","1","1","1","1","1","1","1","1","-1","1","1","1","1","1","1","1","-1","1","1","1","-1","1","1","1","-1","-1","1"
"R_1OGCTH42n7ITora",0.0802501452310029,0.810086445414046,-0.363895346307955,"1","1","1","1","-1","1","1","-1","-1","1","1","-1","-1","1","-1","1","-1","1","1","1","1","-1","1","-1","1","1","-1","-1","-1","-1","1","-1","-1","-1","1","-1","-1","1","-1","-1","1","-1","1","-1","1","1","1","-1","1","1","-1","1","1","1","1","-1","1","1","1","1","1"
"R_1DvFHAKF7HB5Mr6",-0.517375398446956,0.288635924107863,-0.835526275108978,"1","-1","-1","-1","-1","-1","1","-1","-1","-1","-1","-1","1","1","-1","-1","-1","1","-1","-1","1","-1","-1","-1","1","1","-1","-1","-1","-1","1","-1","-1","1","-1","1","-1","1","1","-1","1","-1","1","-1","1","-1","1","1","1","1","-1","1","1","-1","1","-1","1","1","-1","-1","-1"
"R_10UZRzEml2fGzOo",-0.517727014138584,-0.661901874401539,-0.590893636950378,"1","-1","-1","1","-1","1","1","-1","1","1","1","1","1","1","1","-1","1","1","1","1","1","-1","1","1","1","1","1","1","1","-1","1","1","-1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","-1","1","1","1","1","1","1","1","-1","1","1"
"R_10ZSWDPqLMr5hHM",-1.17106625500895,-1.13851786736806,-0.297520590345661,"1","-1","1","1","1","-1","1","1","1","-1","1","-1","-1","-1","1","-1","1","1","-1","1","-1","-1","1","1","-1","-1","1","-1","1","-1","-1","1","-1","1","1","-1","1","-1","-1","1","-1","-1","-1","1","-1","-1","1","-1","-1","1","-1","-1","-1","-1","-1","-1","1","1","1","-1","1"
"R_tDmvjl51kJaKXyF",2.04481929779613,2.14058083800394,2.32902345167445,"1","1","-1","-1","-1","-1","-1","1","1","1","1","1","-1","1","-1","-1","1","1","1","1","1","-1","1","-1","-1","-1","1","-1","1","1","-1","1","1","-1","-1","1","1","1","1","1","-1","-1","-1","1","1","1","-1","-1","1","1","1","1","1","-1","1","1","-1","1","-1","-1","1"
"R_1pJuaU6ElVa2IFz",-0.434049071769201,-0.593756111880907,-0.326383392990479,"1","1","-1","1","1","-1","-1","1","-1","1","-1","1","-1","-1","1","-1","-1","-1","-1","-1","-1","1","-1","-1","-1","1","-1","1","-1","-1","1","1","1","-1","1","-1","-1","-1","1","-1","1","-1","-1","-1","-1","-1","1","1","1","1","-1","-1","-1","-1","-1","1","-1","1","1","1","-1"
"R_2f2Nlefndz71Zyu",-0.31912954171922,0.530770496571425,-0.933849984766878,"1","1","-1","1","-1","1","1","-1","-1","1","-1","-1","-1","-1","1","-1","1","1","1","-1","-1","-1","1","1","1","-1","1","1","-1","-1","1","1","-1","1","1","1","1","-1","1","1","1","1","1","1","1","-1","1","-1","1","-1","-1","1","-1","-1","1","1","1","-1","-1","1","1"
"R_2312tjaYq4J7puo",-0.204729896143243,-0.727931201084297,-0.866507883207167,"1","-1","-1","-1","1","-1","-1","1","-1","1","-1","1","1","1","1","-1","-1","-1","-1","-1","1","1","1","-1","-1","1","1","1","1","-1","-1","-1","-1","1","1","1","-1","-1","-1","1","-1","-1","-1","-1","1","-1","-1","-1","1","1","1","1","-1","1","1","-1","1","1","1","1","-1"
"R_3FJnCHQbOJhkM8X",-0.771691296645624,-0.917051746795812,0.680869998029461,"1","1","1","1","-1","-1","1","1","-1","-1","-1","-1","1","-1","-1","1","1","1","1","-1","1","1","1","-1","-1","1","1","-1","-1","-1","1","-1","1","-1","1","-1","1","1","1","1","-1","-1","-1","-1","1","-1","1","1","1","1","-1","-1","-1","-1","-1","1","-1","1","1","-1","-1"
"R_1pn8miXA9pbeSVV",-0.58561721406445,-0.826657452936968,-0.822184442895292,"1","1","1","-1","1","1","-1","1","-1","1","1","-1","-1","-1","1","-1","-1","1","1","-1","-1","1","1","1","1","1","-1","-1","-1","1","1","-1","-1","1","1","-1","-1","-1","1","-1","1","1","1","-1","1","-1","1","-1","1","1","-1","-1","-1","1","1","-1","-1","1","1","-1","-1"
"R_1LT22dw0kC7eX2Q",1.12546536457483,2.03831881482608,0.395860426249605,"1","1","1","1","1","1","1","-1","-1","-1","1","-1","-1","-1","-1","-1","-1","-1","-1","-1","1","-1","-1","1","1","1","-1","-1","1","1","-1","-1","-1","-1","-1","-1","1","-1","-1","1","1","1","-1","-1","1","1","-1","-1","-1","-1","-1","1","1","-1","1","-1","1","1","-1","1","-1"
"R_3RexKndgcx68eWR",-0.0588962077915884,-0.552172778292643,1.01637733211146,"1","1","-1","1","1","-1","1","-1","-1","-1","-1","1","1","-1","1","1","-1","-1","1","-1","-1","-1","1","1","-1","-1","-1","1","-1","-1","-1","-1","-1","-1","-1","-1","1","-1","1","-1","1","-1","1","-1","1","-1","1","-1","1","-1","-1","1","1","1","-1","-1","1","1","1","1","-1"
"R_3MSU6SE5MxKBMh7",1.32814173153923,0.99889527749678,-0.0107635542005117,"1","1","1","-1","-1","1","1","-1","1","-1","-1","1","1","-1","1","1","-1","-1","1","1","-1","-1","-1","-1","-1","-1","1","-1","1","-1","1","1","-1","-1","-1","1","-1","1","-1","1","-1","1","1","-1","-1","1","-1","-1","-1","1","-1","1","1","1","1","-1","1","1","1","-1","-1"
"R_21ai9hecfQEE2mF",2.42719137490757,2.23915286227306,1.99377143534025,"1","-1","-1","1","-1","-1","-1","-1","-1","1","-1","1","-1","-1","1","1","-1","1","1","-1","1","-1","-1","-1","1","1","1","-1","1","-1","-1","1","1","1","1","1","-1","1","-1","1","-1","-1","-1","-1","1","-1","1","1","1","1","-1","1","1","1","-1","-1","-1","1","-1","-1","1"
"R_3I3tMSEJmEqluID",1.77210062898232,1.77580969158609,2.07921365768653,"1","1","-1","-1","-1","-1","1","1","-1","-1","-1","1","1","-1","-1","-1","-1","1","1","-1","-1","1","1","1","1","-1","1","1","1","1","1","-1","1","1","1","-1","-1","1","1","-1","1","-1","-1","1","-1","1","1","1","-1","-1","-1","1","-1","-1","1","1","1","-1","1","-1","-1"
"R_BLiJ6mDVwHeF5rb",-1.1786532726422,-1.11646258173629,-0.329968799630619,"1","1","-1","-1","-1","-1","1","-1","-1","-1","1","1","1","-1","-1","-1","1","-1","-1","1","-1","-1","1","1","-1","-1","-1","-1","1","-1","1","-1","1","-1","1","1","-1","-1","1","-1","-1","-1","1","1","-1","-1","-1","-1","1","-1","-1","1","-1","1","-1","-1","1","-1","-1","-1","1"
"R_2TM1WaSWFodUvP8",0.34792421047274,-0.341897587558271,0.657491383323617,"1","-1","1","1","-1","1","1","-1","1","1","1","1","-1","1","1","1","-1","-1","-1","-1","1","-1","1","1","1","1","1","1","-1","1","-1","-1","-1","1","-1","-1","-1","1","1","1","1","1","1","-1","-1","1","1","-1","-1","1","-1","-1","1","1","-1","-1","1","1","1","-1","-1"
"R_2AMemXld0YaVLVn",0.284748329750032,0.798051614430789,-0.507360385729782,"1","-1","-1","1","1","1","-1","-1","1","1","-1","1","1","-1","1","1","-1","-1","-1","-1","1","-1","1","1","1","1","-1","-1","-1","1","1","1","-1","1","-1","-1","1","1","1","-1","-1","1","1","-1","1","-1","1","1","1","1","-1","-1","1","-1","-1","1","1","1","-1","-1","1"
"R_1hzkBdkKM1tpuEe",1.47527045946441,0.628425978933012,0.982634306596374,"1","-1","-1","-1","-1","1","1","-1","-1","-1","1","1","-1","-1","-1","1","1","-1","-1","-1","-1","1","1","1","1","1","1","-1","-1","-1","-1","1","1","-1","-1","-1","1","-1","1","1","-1","-1","1","-1","-1","1","-1","1","-1","1","-1","1","1","-1","1","-1","-1","-1","-1","-1","1"
"R_3qsQEtuFxgjPJyN",-0.534137575057125,-0.965732525465033,0.0759418840120853,"1","1","1","1","-1","1","1","1","-1","-1","-1","1","-1","1","-1","1","-1","-1","1","1","-1","1","1","1","1","1","1","-1","1","-1","-1","-1","1","1","-1","1","1","-1","1","1","1","1","1","-1","1","1","1","-1","1","-1","-1","-1","1","1","1","1","1","1","-1","-1","1"
"R_YSp2v4Kr4aPjsl3",-0.229129427531354,-0.025087318819568,-0.515647524308343,"1","1","-1","1","-1","1","1","-1","1","1","1","1","-1","1","1","1","-1","-1","1","1","-1","-1","1","1","-1","-1","-1","1","1","-1","1","1","-1","1","-1","1","1","-1","1","1","1","1","1","1","1","1","1","-1","1","-1","1","1","1","1","1","1","1","1","1","-1","1"
"R_2qDvZDDWRnMORSA",-0.287144294137791,1.16435903634247,0.906483888867587,"1","1","1","1","-1","-1","1","1","-1","1","-1","-1","-1","-1","1","1","-1","-1","-1","1","-1","1","1","1","-1","-1","1","-1","-1","1","1","-1","1","-1","-1","1","1","-1","-1","1","-1","-1","1","-1","-1","-1","1","-1","1","1","1","1","1","1","-1","-1","-1","1","-1","1","1"
"R_1HdZiq9VHsJwu11",2.41476270332618,2.61582621027066,1.0753059320333,"1","1","-1","1","1","-1","-1","1","-1","1","-1","1","-1","-1","1","1","-1","1","-1","-1","-1","-1","-1","1","1","1","-1","-1","1","-1","1","1","-1","-1","-1","1","-1","-1","-1","1","-1","-1","1","1","1","-1","1","-1","1","-1","1","-1","1","1","-1","-1","1","-1","1","1","1"
"R_3gXDSNga6yMtALm",-1.18833333224903,-1.28336446897178,-0.0700364007021934,"1","1","1","1","-1","1","-1","1","-1","1","-1","-1","1","1","-1","1","-1","1","1","-1","-1","-1","-1","-1","-1","1","1","1","1","1","1","1","-1","1","-1","1","-1","1","-1","-1","-1","-1","-1","1","1","-1","-1","1","1","-1","1","1","1","-1","1","1","1","1","-1","-1","-1"
"R_3rviv3zk76896NP",-0.26923353787851,-0.490922506747147,-0.723258151748483,"1","-1","-1","-1","-1","1","1","1","1","1","-1","1","-1","-1","1","1","-1","-1","-1","-1","-1","1","1","1","1","-1","-1","1","-1","-1","1","1","-1","1","1","1","1","1","-1","1","1","-1","1","1","1","-1","1","-1","1","1","-1","1","-1","1","-1","-1","1","1","1","-1","1"
"R_3pgteK4SYJPUqUs",2.55535471904316,2.21800520522119,0.891741938730219,"1","1","1","-1","1","1","1","-1","1","-1","-1","-1","-1","-1","-1","-1","-1","1","1","1","1","1","-1","1","1","1","-1","1","1","1","1","-1","-1","-1","-1","-1","1","1","1","-1","1","-1","-1","1","-1","1","1","-1","-1","-1","-1","-1","1","-1","1","-1","1","1","-1","-1","1"
"R_6onXZ9RVetrenqp",-0.591772327868461,0.418930091150585,-0.713432672702819,"1","1","1","-1","-1","1","1","-1","1","-1","1","-1","1","1","-1","1","-1","-1","-1","-1","-1","-1","1","1","1","-1","-1","-1","1","1","1","-1","-1","1","1","1","1","-1","-1","-1","1","1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","1","1","-1","-1","1","-1","1","-1"
"R_urfhVZMowxXzp29",-1.04585263807054,-1.10109553783065,-0.380471755175039,"1","-1","-1","1","-1","1","1","-1","-1","1","-1","1","1","1","-1","-1","-1","1","-1","-1","1","1","1","-1","1","1","-1","1","1","-1","1","-1","-1","-1","1","1","1","1","-1","-1","1","-1","1","1","1","1","-1","-1","-1","-1","-1","1","1","-1","-1","1","-1","-1","-1","1","1"
"R_3n8gUPYzuizRcgp",1.241288184386,0.642407576856268,0.398361508118446,"1","-1","-1","-1","-1","-1","1","1","-1","1","1","-1","-1","1","1","1","1","1","-1","1","-1","1","-1","-1","-1","1","1","1","1","1","-1","1","1","-1","1","-1","-1","-1","1","-1","-1","1","-1","1","1","-1","1","-1","-1","1","-1","1","1","1","1","1","1","1","-1","-1","1"
"R_323ZAF6rtgN3wQZ",-1.09008838266355,-1.20001935429229,-0.206153500557255,"1","1","1","-1","1","-1","-1","-1","1","1","1","1","1","1","-1","1","-1","1","1","1","1","-1","1","-1","-1","-1","1","-1","1","1","-1","1","1","-1","-1","-1","1","-1","1","-1","-1","-1","1","1","-1","-1","1","1","1","-1","-1","1","1","1","1","1","-1","-1","1","1","1"
"R_Y0uH3wq1XrB4xZ7",0.244339931209645,-0.399170767462636,-0.973790010176058,"1","-1","-1","1","-1","1","1","-1","1","-1","1","1","1","1","1","-1","1","-1","1","-1","-1","-1","1","1","1","-1","1","1","1","-1","-1","1","-1","1","-1","1","1","1","1","1","1","1","1","1","1","1","-1","-1","-1","-1","-1","-1","1","1","1","-1","1","1","-1","-1","1"
"R_3IWEvtrOBtkphQp",-0.564294266379479,0.252612220406682,1.3740401914872,"1","-1","-1","-1","1","1","1","-1","1","-1","-1","-1","1","1","-1","-1","-1","1","1","-1","1","-1","1","1","1","1","1","1","1","1","1","1","1","1","-1","-1","-1","-1","1","-1","-1","1","1","1","1","-1","1","1","1","1","-1","-1","-1","-1","-1","-1","1","-1","1","-1","-1"
"R_3HTjxO4qcvmvTcZ",0.0738766276252735,-0.955042090031557,-0.554565936845133,"1","-1","-1","-1","-1","1","1","-1","-1","-1","1","1","1","1","1","-1","-1","-1","1","1","-1","-1","1","1","-1","-1","1","1","1","1","-1","1","-1","1","1","1","1","1","-1","1","-1","1","1","1","1","1","-1","-1","-1","1","1","1","1","1","1","-1","1","1","-1","-1","1"
"R_3CHtwuXY5e1phBZ",-1.05069266787395,-1.18454648144839,-0.250505555710826,"1","-1","-1","1","1","-1","-1","-1","1","1","-1","1","-1","-1","1","1","-1","1","1","1","1","1","-1","1","1","-1","-1","1","1","-1","1","1","-1","-1","1","-1","1","1","1","-1","-1","-1","-1","1","1","-1","1","1","1","-1","1","-1","1","-1","-1","-1","-1","1","-1","-1","1"
"R_3HtzxHuGhDGEQc9",-1.1094853708952,-0.804868569542769,-0.536778721474622,"1","-1","1","1","1","1","-1","-1","1","1","-1","1","1","-1","1","1","1","1","-1","1","1","-1","1","1","1","1","1","-1","-1","1","1","1","-1","-1","-1","1","1","-1","1","-1","1","-1","1","-1","1","-1","1","-1","1","1","-1","1","1","1","1","1","1","1","-1","1","1"
"R_2qt3i1D5rN2KLad",-0.955308444929492,-0.186629340002662,-0.74415649432422,"1","1","1","1","-1","1","1","-1","1","-1","1","-1","1","1","-1","1","-1","-1","1","-1","1","-1","1","1","-1","-1","-1","1","-1","-1","-1","-1","-1","1","1","1","-1","1","1","-1","-1","1","-1","1","1","1","-1","-1","-1","1","-1","1","1","-1","1","-1","1","1","-1","-1","1"
"R_2rOvyBBaw7HvNkl",0.0609734042622418,0.0930608494248994,-0.033413676425237,"1","1","1","1","-1","-1","-1","-1","-1","1","1","1","-1","-1","1","-1","1","-1","1","-1","-1","1","-1","1","-1","-1","1","1","1","1","1","-1","-1","1","1","-1","1","1","-1","1","-1","-1","1","1","-1","-1","1","-1","1","-1","1","-1","1","-1","-1","-1","1","1","-1","1","-1"
"R_VJYvuMcb69tLF6h",-0.412257162462773,1.12165214439088,1.16585474752281,"1","-1","1","1","1","-1","-1","1","1","-1","-1","1","-1","1","1","-1","1","-1","1","1","-1","1","1","-1","-1","-1","1","1","1","1","-1","-1","-1","1","-1","-1","-1","1","-1","-1","1","-1","-1","-1","1","1","1","-1","-1","1","-1","1","-1","-1","1","-1","-1","-1","-1","1","-1"
"R_290sKb1LB0vlHg6",0.0742513679372145,0.196234281463917,-0.974226098721458,"1","1","-1","-1","-1","1","1","-1","1","-1","-1","1","1","-1","1","1","1","-1","-1","-1","-1","-1","-1","-1","-1","1","-1","-1","-1","-1","1","1","-1","1","-1","-1","1","-1","-1","1","1","1","1","-1","1","-1","1","-1","1","1","-1","1","1","1","-1","1","-1","1","-1","1","-1"
"R_1OuHxva3QvWhSDk",-0.957287748091889,-1.18465231038665,-0.256656456101675,"1","-1","-1","-1","-1","-1","1","1","-1","1","1","1","1","-1","-1","-1","1","-1","1","-1","1","-1","1","1","1","1","-1","-1","1","-1","-1","-1","-1","1","1","-1","-1","1","1","-1","1","-1","-1","-1","1","-1","1","1","1","1","-1","1","1","-1","-1","-1","-1","1","-1","1","1"
"R_2xAke0ESeFi0Ota",0.0966165251925501,0.586035599713702,0.540650596234952,"1","1","-1","1","-1","-1","1","1","1","-1","-1","1","-1","-1","-1","-1","-1","1","-1","1","-1","1","-1","1","1","1","-1","-1","-1","1","1","1","-1","-1","-1","1","1","-1","1","1","-1","-1","1","1","-1","-1","1","1","-1","1","1","-1","-1","-1","1","1","1","1","-1","-1","1"
"R_2uVOqA54MsIfhWe",0.0791571214496644,0.447902665195534,-0.012939258355067,"1","1","-1","-1","-1","1","1","-1","1","-1","-1","1","1","1","-1","-1","1","-1","-1","1","-1","-1","-1","-1","1","-1","1","-1","1","1","1","-1","-1","1","1","1","-1","1","-1","-1","-1","-1","1","1","1","-1","-1","-1","-1","1","-1","1","-1","-1","1","-1","-1","1","-1","-1","1"
"R_oXiVnX3aDb670fT",-0.56798499287753,-0.507878204699116,-0.114561381178206,"1","-1","-1","-1","-1","1","1","-1","-1","1","1","1","1","-1","1","-1","-1","1","1","1","1","-1","1","1","1","1","-1","1","1","1","1","1","-1","1","1","1","1","1","1","1","-1","1","1","-1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1"
"R_2rZXztf8nNwe9n6",-0.0575992604229948,0.271529498524454,0.0166578010123378,"1","1","-1","-1","1","-1","1","-1","-1","1","1","1","-1","-1","1","-1","-1","-1","-1","-1","1","1","1","1","1","1","1","1","1","1","1","-1","-1","-1","1","1","-1","1","1","1","1","1","-1","-1","-1","-1","1","-1","-1","1","-1","1","1","1","-1","-1","-1","1","-1","1","1"
"R_2VfKucNVCa4Jwut",0.612125647419659,0.479091611962754,0.324464537764189,"1","1","-1","1","1","1","1","1","-1","-1","-1","1","-1","-1","1","1","1","1","-1","-1","-1","1","1","1","-1","-1","1","-1","-1","-1","1","1","-1","1","1","-1","-1","1","1","-1","1","-1","1","1","1","-1","1","-1","1","-1","-1","-1","-1","1","-1","-1","1","-1","1","1","1"
"R_CmjVx02OmXamSTD",-0.852265367581279,-0.177268042007669,-0.387225633269898,"1","-1","1","1","1","1","1","1","1","-1","1","1","1","-1","1","-1","-1","-1","1","1","1","-1","1","-1","1","-1","1","-1","-1","-1","1","-1","1","1","-1","-1","1","-1","1","1","-1","-1","-1","-1","1","-1","1","1","-1","1","-1","1","1","1","1","1","1","1","-1","-1","1"
"R_31BFkinEHHdBc1b",-0.123333533298757,0.553991324786012,-0.0553716777610438,"1","-1","1","1","1","1","1","-1","-1","1","-1","1","-1","1","1","1","-1","-1","-1","1","1","1","1","1","-1","1","1","1","-1","-1","1","-1","-1","1","1","1","1","-1","-1","1","1","-1","1","-1","-1","-1","1","-1","1","1","-1","-1","1","1","-1","1","1","1","1","-1","1"
"R_3neZTrzpCvjxOc5",1.41174388865557,1.01506607302877,1.10646738703626,"1","1","-1","1","1","1","-1","-1","1","1","1","1","-1","-1","-1","1","-1","1","-1","-1","1","1","1","-1","-1","1","1","-1","1","-1","1","-1","1","-1","1","-1","1","1","1","-1","-1","-1","1","-1","-1","-1","-1","-1","1","-1","1","1","-1","-1","1","1","1","-1","1","-1","1"
"R_20Z3vvjSZ9eMKke",0.502418098975852,0.284770889035719,-0.436692410696862,"1","1","-1","1","-1","1","-1","1","-1","1","-1","1","-1","-1","-1","1","-1","1","1","-1","-1","-1","1","1","-1","1","1","-1","-1","-1","-1","1","1","1","-1","-1","-1","-1","-1","1","1","1","-1","-1","1","1","1","1","1","-1","-1","1","1","-1","-1","1","1","1","-1","-1","1"
"R_3nJCJaCB9bSajwu",0.903451163439074,1.20819145366069,0.651475909808967,"1","1","1","1","-1","1","1","1","1","-1","-1","1","1","-1","1","1","-1","-1","1","-1","1","-1","1","1","1","1","1","1","-1","-1","1","1","-1","1","1","-1","1","-1","1","1","-1","1","1","-1","1","1","1","-1","1","1","-1","1","-1","1","-1","1","1","1","-1","-1","1"
"R_3oAqVf1LMIODthf",0.451170013562251,-0.195239316754432,0.84414840243196,"1","1","1","1","-1","1","1","-1","1","1","-1","-1","-1","-1","1","1","-1","1","-1","-1","1","-1","-1","1","-1","1","1","-1","1","1","1","-1","-1","-1","1","1","-1","-1","-1","-1","1","1","-1","-1","1","-1","-1","-1","1","1","1","1","1","1","1","1","1","-1","1","-1","1"
"R_12lO4nonaKk8knS",-0.209962783715419,-0.681842313807042,-0.123404901913966,"1","-1","-1","1","-1","-1","1","-1","1","1","-1","1","1","-1","1","-1","-1","1","-1","-1","1","1","-1","1","-1","1","-1","-1","-1","-1","1","1","1","-1","1","1","-1","1","1","1","1","-1","1","1","-1","-1","1","1","-1","1","-1","1","1","1","1","1","1","1","-1","1","1"
"R_saQ2oEEbre9Trzz",-0.916874583144787,0.125700417801589,-0.504495158608625,"1","-1","1","-1","1","-1","1","1","-1","1","1","1","1","1","1","1","1","1","-1","-1","-1","-1","1","-1","1","1","-1","-1","-1","1","-1","-1","-1","1","1","1","-1","1","1","1","-1","-1","-1","-1","1","1","1","1","1","1","-1","-1","-1","-1","-1","1","-1","-1","1","-1","-1"
"R_sTgSVTMDZf5clpL",-0.522587312791797,0.156547702887768,0.338529214362456,"1","1","1","1","-1","1","1","-1","-1","1","1","1","-1","1","-1","1","1","-1","1","1","1","1","-1","-1","1","1","1","1","-1","-1","1","-1","1","-1","-1","-1","1","1","1","-1","1","-1","-1","1","-1","1","-1","1","1","-1","-1","-1","1","1","1","-1","-1","-1","-1","1","-1"
